Artikelnummer im Shop;EAN / GTIN / Barcodenummer / UPC;Herstellerartikelnummern (HAN/MPN);Hersteller / Markenname;Produktname;Preis (Brutto);Lieferzeit;Produktbeschreibung;ProduktURL;BildURL_1;Versandkosten;Vorkasse;Paydirekt;Paypal;Kreditkartenzahlung über BS PAYONE GmbH;Versandkosten Kommentar
9477994;4052199265841;947794;Hartmann;MoliCare Premium Fixpants long leg XXL - mittlere bis starke Inkontinenz - 25 Stk.;30.99;ca. 5-7 Tage;Fixierhöschen aus 95% Polyester 3% Elasthan 2% Nylon.  zu kombinieren mit Inkontinenzmaterial wie Vorlagen. dichtes und extrem dehnbares Material. hält bis zu 50 Wäschen. für Frauen und Männer. von Hartmann. Bauchumfang: 140 –180 cm;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/hartmann/molicare-premium-fixpants-long-leg-xxl.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/a/n/anwendung_molicare-premium-fixpant-longleg_l_mit_molicare-premium-form-extra-plus_30_inko-versand_21.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
9477894;4052199265933;9477894;Hartmann;MoliCare Premium Fixpants long leg XXXL - mittlere bis starke Inkontinenz - 25 Stk. ;31.49;ca. 5-7 Tage;Fixierhöschen aus 95% Polyester 3% Elasthan 2% Nylon. zu kombinieren mit Inkontinenzmaterial wie Vorlagen. dichtes und extrem dehnbares Material. hält bis zu 50 Wäschen. für Frauen und Männer. von Hartmann. Bauchumfang: 160-200 cm;https://www.inko-versand.de/inkontinenzbedarf/nach-hersteller-sortiert/hartmann/molicare-premium-fixpants-long-leg-xxxl.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/a/n/anwendung_molicare-premium-fixpant-longleg_l_mit_molicare-premium-form-extra-plus_30_inko-versand_23.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
9805960;4031678044412;9805960;Hartmann;GlowCheck Test-Kit Reinigungs- und Desinfektionskontrolle von Hartmann (BODE);141.26;ca. 5-7 Tage;ermöglicht eine kurzfristige Aussage. einfachste Handhabung. jederzeit und überall einsetzbar. schneller Überblick über die Effektivität des Reinigungsdienstes. hoher Grad an erzieherischer Wirkung. preisgünstig;https://www.inko-versand.de/hygiene-reinigung/glowcheck-test-kit-reinigungs-und-desinfektionskontrolle-von-hartmann-bode.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/i/n/inko-versand-hartmann-bode-pzn3538556-bode-hygiene.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-JX30-A01;05900516693176;SE-094-JX30-A01;Seni;SENI Kids Junior extra - starke Inkontinenz - für Kinder zw. 16-30 kg - 30 Stk.;8.14;ca. 5-7 Tage;Seni Kids Windeln sind atmungsaktiv und speziell für Kinder mit Inkontinent die herkömmliche Babywindeln nicht mehr benutzen entwickelt worden. Die Windeln verfügen über seitliche Klebeverschlüsse und sind somit für mehrmaliges Öffnen und Schlissen geeignet.;https://www.inko-versand.de/inkontinenzbedarf/seni-kids-junior-extra.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/e/senikids_juniorextra_inko-versant.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
9250313;4052199217925;9250313;Hartmann;Themoval Rapid 10sec-FTH - Für Skala orale axillare und rektale Messung der Körpertemperatur von Hartmann;6.45;ca. 5-7 Tage;Thermoval® rapid von Hartmann ein digitale Fieberthermometer Thermoval® rapid von Hartmann mit extrem kurzer Messzeit.;https://www.inko-versand.de/sachbedarf/themoval-rapid-10sec-fth-fuer-skala-orale-axillare-und-rektale-messung-der-koerpertemperatur-von-hartmann.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/inko-versand_hartmann_themoval-rapid-10sec-fth.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
9002910;4052199214818;9002910;Hartmann;Hartmann Tensoval® cardio control online USB-Kit Tensoval duo control;27.23;ca. 5-7 Tage;Einfache und zuverlässige Blutdrucküberwachung: Mit Tensoval® cardio control online – einem eigens entwickelten USB-Kabel und zugehöriger Webapplikation – können Sie Ihre Blutdruckwerte speichern auswerten und verwalten.;https://www.inko-versand.de/sachbedarf/tensoval-usb-sk1-p1.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/t/e/tensoval-duo-control-hartmann_inko-versand_pzn-10256255.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
9002510;4052199003900;9002510;Hartmann;Tensoval Comfort Classic - Blutdruckmessgeräte von Hartmann;38.12;ca. 5-7 Tage;Tensoval comfort classic ist ein vollautomatisches qualitativ hochwertiges Blutdruckmessgerät das schnelle und exakte Messwerte liefert und durch seine kompakte Größe und das anwenderfreundliche Design einfach zu bedienen ist. Zuverlässige Messung Tensoval comfort classic ist klinisch validiert gemäß den internationalen medizinischen Standards.;https://www.inko-versand.de/sachbedarf/tensoval-comfort-classic-hartmann.html;https://www.inko-versand.de/media/catalog/product/cache/1/small_image/200x200/9df78eab33525d08d6e5fb8d27136e95/o/b/oberarm-blutdruckmessgeraet-hartmann-inko-versand-tensoval-comfort-classic-pzn__10740086.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-SM10-A03;5900516691691;SE-094-SM10-A03;Seni;Super Seni Trio Small - sehr starke Inkontinenz - 10 Stk.;5.05;ca. 5-7 Tage;Super Seni Trio ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-trio-small.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/supersenitrio_1_inko-versand_2.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-ME10-A03;5900516691707;SE-094-ME10-A03;Seni;Super Seni Trio Medium - sehr starke Inkontinenz - 10 Stk.;6.25;ca. 5-7 Tage;;https://www.inko-versand.de/inkontinenzbedarf/super-seni-trio-medium.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/supersenitrio_1_inko-versand.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-LA10-A03;5900516691714;SE-094-LA10-A03;Seni;Super Seni Trio Large - sehr starke Inkontinenz - 10 Stk.;7.19;ca. 5-7 Tage;Super Seni Trio ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-trio-large.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/supersenitrio_1_inko-versand_3.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-XL10-A03;5900516691721;SE-094-XL10-A03;Seni;Super Seni Trio Extra Large - sehr starke Inkontinenz - 10 Stk.;7.99;ca. 5-7 Tage;Super Seni Trio ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-trio-extra-large.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/supersenitrio_1_inko-versand_1.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-SM30-A02;5900516691653;SE-094-SM30-A02;Seni;Super Seni Small Plus (Gr. 1) - schwere bis sehr schwere Inkontinenz - Inkontinenzhose Nacht - 30 Stk.;13.49;ca. 5-7 Tage;Die Inkontinenzwindel Super Seni Plus bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit.     Die Super Seni Plus sind für schwere bis sehr schwere Inkontinenz geeignet.     Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist gesichert und das Risiko von Hautentzündungen und Hautirritationen wird deutlich reduziert. Im Gegensatz zu den Produkten mit PE-Folie haben die atmungsatkiven Windelhosen keine gewöhnlichen Klebeverschlüsse sondern Klettverschlüsse die eine sichere Fixierung an der oberen Vliesschicht garantieren.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-small-plus-a-30.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/super-seni-plus-30_inko-versand_7.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-SM30-A01;5900516691394;SE-094-SM30-A01;Seni;SUPER SENI Small - Inkontinenzhose - mittlere bis schwere Inkontinenz für Jugendliche - 30 Stk.;11.99;ca. 5-7 Tage;Die klassische Inkontinenzwindel Super Seni bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit. Die Super Seni sind für mittlere bis schwere schwere Inkontinenz mit normaler Saugstärke. Erkennen können sie diese Saugstärke an den blauen Streifen auf der Windel. Sie stellen die einfache Saugstärke im Super Seni Produktbereich dar und bieten aber hinreichend Schutz. Sollten sie bemerken dass das Fassungsvermögen in bestimmen Situationen oder Zeiten nicht ausreichen sollte empfehlen wir Ihnen die Super Seni Plus. Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist g;https://www.inko-versand.de/inkontinenzbedarf/super-seni-small-a-30.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/super_seni_30_inko-versand_6.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-SM10-A04;5900516694159;SE-094-SM10-A04;Seni;Super Seni Quatro Small - sehr starke Inkontinenz - 10 Stk.;6.39;ca. 5-7 Tage;Super Seni Quatro ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-quatro-small.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/superseniquatro_1_inko-versand.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-ME10-A04;5900516692858;SE-094-ME10-A04;Seni;Super Seni Quatro Medium - sehr starke Inkontinenz - 10 Stk.;6.97;ca. 5-7 Tage;Super Seni Quatro ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-quatro-medium.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/superseniquatro_1_inko-versand_2.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-LA10-A04;5900516692865;SE-094-LA10-A04;Seni;Super Seni Quatro Large - sehr starke Inkontinenz - 10 Stk.;8.01;ca. 5-7 Tage;Super Seni Quatro ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-quatro-large.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/superseniquatro_1_inko-versand_1.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-XL10-A04;5900516692872;SE-094-XL10-A04;Seni;Super Seni Quatro Extra Large - sehr starke Inkontinenz - 10 Stk.;8.79;ca. 5-7 Tage;Super Seni Quatro ist eine atmungsaktive und sichere Inkontinenzwindel für mobile ebenso wie für bettlägerige Personen. Die Fit & Dry Eigenschaft bieten den Windeln eine starke Zuverlässigkeit und optimalen Komfort.     Der Schrittbereich ist schmaler geschnitten und hat einen verstärkten Saugkern. Somit kann die Feuchtigkeit noch schneller aufgenommen werden und ein Trockengefühl bleibt erhalten. Das Auslaufen wird durch die hydrophoben Seitenbündchen verhindert. Der Nässeindikator zeigt an wann der ideale Zeitpunkt zum Wechseln ist. Für pflegende Angehörige ist der Nässeindikator eine hilfreiches Element.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-quatro-extra-large.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/superseniquatro_1_inko-versand_3.jpg;4.50;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 4.50 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-2X10-A02x6;5900516133597;SE-094-2X10-A02x6;Seni;Super Seni Plus XXL - schwere bis sehr schwere Inkontinenz - 60 Stk.;57.84;ca. 5-7 Tage;Die Inkontinenzwindel Super Seni Plus bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit.     Die Super Seni Plus sind für schwere bis sehr schwere Inkontinenz geeignet.     Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist gesichert und das Risiko von Hautentzündungen und Hautirritationen wird deutlich reduziert. Im Gegensatz zu den Produkten mit PE-Folie haben die atmungsatkiven Windelhosen keine gewöhnlichen Klebeverschlüsse sondern Klettverschlüsse die eine sichere Fixierung an der oberen Vliesschicht garantieren.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-plus-xxl-60.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/inko-versand_super-seni-plus-60_1.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-2X10-A02;5900516696795;SE-094-2X10-A02;Seni;Super Seni Plus XXL - schwere bis sehr schwere Inkontinenz - 10 Stk.;9.64;ca. 5-7 Tage;Die Inkontinenzwindel Super Seni Plus bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit.     Die Super Seni Plus sind für schwere bis sehr schwere Inkontinenz geeignet.     Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist gesichert und das Risiko von Hautentzündungen und Hautirritationen wird deutlich reduziert. Im Gegensatz zu den Produkten mit PE-Folie haben die atmungsatkiven Windelhosen keine gewöhnlichen Klebeverschlüsse sondern Klettverschlüsse die eine sichere Fixierung an der oberen Vliesschicht garantieren.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-plus-xxl-neu.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/super-seni-plus-30_inko-versand_9.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-XS10-A02;5900516691219;SE-094-XS10-A02;Seni;SUPER SENI PLUS Extra Small - Inkontinenzhose - schwere bis sehr schwere Inkontinenz - 10 Stk.;3.99;ca. 5-7 Tage;Die Inkontinenzwindel Super Seni Plus bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit.     Die Super Seni Plus sind für schwere bis sehr schwere Inkontinenz geeignet.     Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist gesichert und das Risiko von Hautentzündungen und Hautirritationen wird deutlich reduziert. Im Gegensatz zu den Produkten mit PE-Folie haben die atmungsatkiven Windelhosen keine gewöhnlichen Klebeverschlüsse sondern Klettverschlüsse die eine sichere Fixierung an der oberen Vliesschicht garantieren.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-extra-small-plus.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/super_seni_plus_10_inko-versand.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-ME30-A02;5900516691660;SE-094-ME30-A02;Seni;SUPER SENI PLUS (Gr.2) Medium - Inkontinenzhose - schwere bis sehr schwere Inkontinenz - 30 Stk.;17.63;ca. 5-7 Tage;Die Inkontinenzwindel Super Seni Plus bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit.     Die Super Seni Plus sind für schwere bis sehr schwere Inkontinenz geeignet.     Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist gesichert und das Risiko von Hautentzündungen und Hautirritationen wird deutlich reduziert. Im Gegensatz zu den Produkten mit PE-Folie haben die atmungsatkiven Windelhosen keine gewöhnlichen Klebeverschlüsse sondern Klettverschlüsse die eine sichere Fixierung an der oberen Vliesschicht garantieren.;https://www.inko-versand.de/inkontinenzbedarf/super-seni-medium-plus-a-30.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/super-seni-plus-30_inko-versand_5.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
SE-094-ME30-A01;5900516691400;SE-094-ME30-A01;Seni;Super Seni Medium - mittlere bis schwere Inkontinenz für Jugendliche - 30 Stk.;13.89;ca. 5-7 Tage;Die klassische Inkontinenzwindel Super Seni bietet ausgezeichneten Schutz bei Urininkontinenz und Stuhlinkontinenz. Der elastische Bauch- und Rückenabschluss der Windel bietet Komfort und Sicherheit. Die Super Seni sind für mittlere bis schwere schwere Inkontinenz mit normaler Saugstärke. Erkennen können sie diese Saugstärke an den blauen Streifen auf der Windel. Sie stellen die einfache Saugstärke im Super Seni Produktbereich dar und bieten aber hinreichend Schutz. Sollten sie bemerken dass das Fassungsvermögen in bestimmen Situationen oder Zeiten nicht ausreichen sollte empfehlen wir Ihnen die Super Seni Plus. Diese Windelhosen können sowohl von aktiven Personen als auch von Bettlägerigen genutzt werden. Dank der Verwendung eines atmungaktiven Laminats in der äußeren Isolationsschicht kann die Haut ungestört atmen. Damit erfüllen die atmungsaktiven Produkte alle Forderungen der Wundliege- und Brandwundeprophylaxe (sie beugen der Temperaturerhöhung in der Windel vor). Eine ungestörte Temperaturregelung ist g;https://www.inko-versand.de/super-seni-medium-a-30.html;https://www.inko-versand.de/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/super_seni_30_inko-versand_4.jpg;6.90;;;;;Für die Lieferung innerhalb Deutschlands berechnen wir pauschal 6.90 euro pro Lieferung unabhangig vom Gewicht der Lieferung innerhalb Deutschlands. Ab einer Bestellung in Hohe von 150.00 euro liefern wir portofrei.
